situationFamiliale,age,sexe,taux,nbEnfantsAcharge,puissance,nbPlaces,nbPortes
Célibataire,34,1,503,1,150,5,5
En Couple,50,1,179,1,147,5,5
En Couple,22,1,466,1,507,5,5
En Couple,20,1,465,1,197,5,5
Célibataire,58,1,1273,1,75,5,5
En Couple,19,1,808,1,507,5,5
En Couple,59,0,594,1,507,5,5
En Couple,27,1,510,1,170,5,5
Célibataire,25,1,1294,1,75,5,5
Célibataire,26,1,491,1,150,5,5
En Couple,33,1,223,1,193,5,5
En Couple,51,1,1134,1,197,5,5
En Couple,44,1,519,1,245,5,5
En Couple,59,1,941,1,197,5,5
En Couple,51,1,406,1,272,5,5
En Couple,81,1,1100,1,75,5,5
En Couple,30,1,230,1,75,5,5
En Couple,48,1,423,1,272,5,5
En Couple,28,1,477,1,507,5,5
En Couple,46,1,960,1,197,5,5
En Couple,38,1,448,1,245,5,5
Célibataire,54,1,583,1,75,5,5
En Couple,48,1,554,1,55,5,3
En Couple,80,1,184,1,58,5,3
Célibataire,19,1,994,1,115,5,5
Célibataire,38,1,719,1,75,5,5
Seule,22,1,469,1,125,5,5
Célibataire,79,1,524,1,75,5,5
En Couple,75,1,492,1,150,5,5
Célibataire,59,1,547,1,55,5,3
En Couple,19,1,175,1,193,5,5
Célibataire,43,1,188,1,115,5,5
En Couple,22,1,1319,1,197,5,5
En Couple,41,1,416,1,507,5,5
En Couple,47,1,569,1,272,5,5
En Couple,73,1,1335,1,306,5,5
Seule,78,1,1332,1,150,5,5
En Couple,18,1,511,1,507,5,5
0,61,1,480,1,306,5,5
Célibataire,34,1,589,1,150,5,5
En Couple,44,1,539,1,507,5,5
En Couple,25,1,552,1,170,5,5
En Couple,44,1,494,1,55,5,3
Célibataire,50,1,1181,1,75,5,5
En Couple,26,1,216,1,200,5,5
En Couple,81,1,552,1,150,5,5
Célibataire,66,1,1296,1,136,5,5
En Couple,52,1,1236,1,507,5,5
Célibataire,24,1,1154,1,75,5,5
En Couple,64,1,538,1,150,5,5
En Couple,42,1,1263,1,75,5,5
En Couple,23,1,444,1,272,5,5
Seule,39,1,532,1,272,5,5
En Couple,41,1,876,1,507,5,5
Célibataire,39,1,1391,1,75,5,5
En Couple,18,1,548,1,55,5,3
En Couple,74,1,247,1,170,5,5
Célibataire,29,1,486,1,150,5,5
En Couple,46,1,1037,1,75,5,5
Marié(e),39,1,518,1,507,5,5
Célibataire,48,1,473,1,55,5,3
En Couple,61,1,986,1,150,5,5
0,30,1,889,1,507,5,5
Célibataire,20,1,436,1,150,5,5
En Couple,32,1,229,1,58,5,3
En Couple,64,1,470,1,306,5,5
Célibataire,42,1,185,1,55,5,3
En Couple,27,1,1194,1,507,5,5
En Couple,55,1,243,1,75,5,5
Célibataire,47,1,563,1,110,5,5
Célibataire,37,1,521,1,55,5,3
En Couple,50,1,420,1,507,5,5
En Couple,29,1,418,1,75,5,5
En Couple,21,1,165,1,200,5,5
En Couple,45,1,421,1,272,5,5
En Couple,25,1,167,1,245,5,5
En Couple,46,1,233,1,125,5,5
En Couple,26,1,478,1,125,5,5
En Couple,29,1,515,1,75,5,5
En Couple,76,1,1322,1,306,5,5
Seule,31,1,167,1,272,5,5
En Couple,25,1,445,1,55,5,3
En Couple,56,1,551,1,245,5,5
En Couple,47,1,558,1,197,5,5
En Couple,53,1,1277,1,507,5,5
En Couple,21,1,427,1,147,5,5
En Couple,24,1,211,1,65,5,5
En Couple,67,1,762,1,306,5,5
En Couple,66,1,1035,1,75,5,5
Seule,24,1,519,1,245,5,5
En Couple,55,1,1107,1,197,5,5
Célibataire,34,1,249,1,110,5,5
En Couple,37,1,437,1,125,5,5
Célibataire,18,1,168,1,150,5,5
Célibataire,30,1,167,1,115,5,5
En Couple,75,1,1096,1,75,5,5
En Couple,50,1,223,1,109,5,5
En Couple,19,1,1283,1,507,5,5
En Couple,81,1,541,1,306,5,5
En Couple,56,1,166,1,272,5,5
En Couple,31,1,568,1,147,5,5
En Couple,27,1,210,1,193,5,5
En Couple,45,1,471,1,75,5,5
En Couple,25,1,519,1,147,5,5
En Couple,56,1,1345,1,507,5,5
En Couple,47,1,1045,1,197,5,5
En Couple,20,1,412,1,245,5,5
En Couple,34,1,782,1,197,5,5
Célibataire,25,1,421,1,75,5,5
En Couple,53,1,455,1,272,5,5
Célibataire,20,1,548,1,135,5,5
En Couple,43,1,582,1,197,5,5
Célibataire,80,1,229,1,65,5,5
En Couple,19,1,511,1,147,5,5
En Couple,45,1,721,1,507,5,5
Célibataire,72,1,470,1,75,5,5
En Couple,28,1,1029,1,507,5,5
Célibataire,51,1,510,1,75,5,5
En Couple,32,1,244,1,147,5,5
Célibataire,21,1,414,1,75,5,5
En Couple,67,1,520,1,150,5,5
Célibataire,61,1,511,1,75,5,5
Seule,41,1,462,1,125,5,5
En Couple,54,1,212,1,272,5,5
En Couple,27,1,1324,1,507,5,5
Célibataire,63,1,504,1,75,5,5
En Couple,26,1,1100,1,507,5,5
Célibataire,34,1,535,1,90,5,3
Seule,60,1,231,1,109,5,5
En Couple,82,1,745,1,306,5,5
En Couple,43,1,188,1,272,5,5
Célibataire,75,1,542,1,75,5,5
En Couple,74,1,710,1,150,5,5
En Couple,59,1,528,1,197,5,5
En Couple,18,1,408,1,245,5,5
En Couple,24,1,508,1,125,5,5
En Couple,46,1,498,1,197,5,5
Célibataire,55,1,165,1,115,5,5
Célibataire,26,1,522,1,150,5,5
En Couple,32,1,563,1,197,5,5
En Couple,24,1,474,1,245,5,5
En Couple,34,1,430,1,507,5,5
En Couple,41,1,531,1,245,5,5
En Couple,26,1,1374,1,507,5,5
Célibataire,37,1,594,1,75,5,5
Célibataire,40,1,197,1,55,5,3
Célibataire,53,1,243,1,55,5,3
En Couple,53,1,1101,1,507,5,5
Célibataire,23,1,425,1,75,5,5
En Couple,24,1,496,1,125,5,5
En Couple,19,1,447,1,75,5,5
En Couple,50,1,154,1,58,5,3
Marié(e),30,1,479,1,245,5,5
En Couple,33,1,507,1,507,5,5
En Couple,39,1,852,1,197,5,5
En Couple,81,1,539,1,306,5,5
En Couple,63,1,546,1,75,5,5
En Couple,59,1,477,1,507,5,5
En Couple,28,1,911,1,507,5,5
En Couple,18,1,159,1,90,5,3
En Couple,61,1,1294,1,150,5,5
En Couple,83,1,547,1,306,5,5
En Couple,57,1,591,1,75,5,5
En Couple,20,1,570,1,147,5,5
Célibataire,81,1,1272,1,136,5,5
En Couple,27,1,402,1,507,5,5
Célibataire,43,1,919,1,75,5,5
En Couple,41,1,555,1,245,5,5
En Couple,22,1,595,1,55,5,3
En Couple,18,1,419,1,245,5,5
En Couple,71,1,435,1,306,5,5
En Couple,23,1,219,1,245,5,5
En Couple,57,1,555,1,272,5,5
Célibataire,72,1,192,1,115,5,5
En Couple,18,1,1262,1,197,5,5
Célibataire,19,1,748,1,75,5,5
Célibataire,62,1,493,1,75,5,5
En Couple,46,1,551,1,272,5,5
Célibataire,44,1,411,1,75,5,5
Célibataire,21,1,592,1,135,5,5
En Couple,34,1,490,1,245,5,5
Célibataire,46,1,459,1,150,5,5
Célibataire,55,1,1277,1,75,5,5
Seule,19,1,510,1,125,5,5
En Couple,45,1,571,1,197,5,5
Célibataire,40,0,967,1,75,5,5
En Couple,21,1,199,1,58,5,3
En Couple,40,1,572,1,90,5,3
Célibataire,50,1,156,1,65,5,5
Célibataire,58,1,469,1,75,5,5
Célibataire,41,1,498,1,75,5,5
En Couple,29,1,415,1,125,5,5
En Couple,24,1,936,1,197,5,5
En Couple,67,1,452,1,306,5,5
En Couple,25,1,444,1,170,5,5
Seule,21,1,1312,1,507,5,5
En Couple,37,1,500,1,245,5,5
Seule,20,1,1243,1,507,5,5
En Couple,76,1,996,1,150,5,5
En Couple,29,1,943,1,197,5,5
En Couple,57,1,454,1,272,5,5
Célibataire,38,1,1378,1,75,5,5
En Couple,28,1,764,1,507,5,5
En Couple,57,1,529,1,197,5,5
Célibataire,46,1,493,1,55,5,3
En Couple,26,1,434,1,75,5,5
En Couple,35,1,199,1,170,5,5
Seule,45,1,207,1,170,5,5
Célibataire,25,1,800,1,75,5,5
En Couple,21,1,580,1,272,5,5
En Couple,50,1,568,1,245,5,5
En Couple,81,1,203,1,147,5,5
En Couple,18,1,804,1,197,5,5
En Couple,34,1,1301,1,197,5,5
Célibataire,21,1,198,1,75,5,5
En Couple,18,1,1170,1,507,5,5
En Couple,34,1,727,1,507,5,5
Célibataire,19,1,1202,1,75,5,5
Seule,57,1,1352,1,197,5,5
En Couple,19,1,572,1,272,5,5
En Couple,26,1,798,1,507,5,5
En Couple,57,1,240,1,147,5,5
En Couple,31,1,927,1,507,5,5
En Couple,52,1,1267,1,75,5,5
Célibataire,57,1,1291,1,75,5,5
En Couple,23,1,241,1,200,5,5
Célibataire,36,1,492,1,135,5,5
En Couple,59,1,1311,1,507,5,5
En Couple,24,1,435,1,272,5,5
En Couple,41,1,941,1,507,5,5
Seule,41,1,1002,1,197,5,5
En Couple,44,1,194,1,272,5,5
En Couple,59,1,499,1,197,5,5
En Couple,19,1,455,1,170,5,5
En Couple,29,1,933,1,197,5,5
Célibataire,59,1,449,1,150,5,5
Célibataire,19,1,580,1,75,5,5
En Couple,53,1,442,1,125,5,5
En Couple,73,1,524,1,306,5,5
En Couple,69,1,220,1,245,5,5
Célibataire,46,1,1311,1,75,5,5
En Couple,19,1,179,1,58,5,3
Célibataire,22,1,1174,1,75,5,5
En Couple,26,1,443,1,507,5,5
En Couple,26,1,504,1,272,5,5
En Couple,39,1,596,1,125,5,5
En Couple,39,1,454,1,147,5,5
Célibataire,47,1,440,1,55,5,3
En Couple,29,1,539,1,272,5,5
En Couple,81,1,547,1,306,5,5
En Couple,22,1,181,1,193,5,5
En Couple,77,1,518,1,150,5,5
Célibataire,57,1,1342,1,75,5,5
En Couple,67,1,463,1,150,5,5
Célibataire,20,1,423,1,115,5,5
Célibataire,79,1,468,1,136,5,5
En Couple,54,1,1059,1,75,5,5
En Couple,76,1,892,1,150,5,5
Célibataire,76,1,483,1,55,5,3
En Couple,24,1,230,1,272,5,5
En Couple,19,1,1246,1,507,5,5
En Couple,58,1,428,1,272,5,5
En Couple,23,1,1189,1,197,5,5
En Couple,39,1,555,1,507,5,5
En Couple,40,1,428,1,147,5,5
Seule,59,1,168,1,125,5,5
Célibataire,72,1,550,1,75,5,5
En Couple,47,1,1228,1,197,5,5
Célibataire,26,1,408,1,135,5,5
En Couple,27,1,1050,1,75,5,5
En Couple,53,1,1155,1,197,5,5
En Couple,38,1,578,1,272,5,5
En Couple,31,1,402,1,272,5,5
En Couple,72,1,1039,1,306,5,5
Seule,84,1,168,1,170,5,5
Célibataire,82,1,415,1,115,5,5
En Couple,29,1,583,1,245,5,5
En Couple,40,1,744,1,197,5,5
En Couple,50,1,436,1,147,5,5
Célibataire,71,1,461,1,136,5,5
Seul,24,1,473,1,135,5,5
Célibataire,30,1,482,1,75,5,5
En Couple,51,1,417,1,75,5,5
Célibataire,51,1,403,1,55,5,3
En Couple,24,1,749,1,507,5,5
Célibataire,43,1,157,1,65,5,5
Célibataire,43,1,204,1,115,5,5
En Couple,46,1,465,1,75,5,5
En Couple,47,1,216,1,102,5,5
En Couple,81,1,558,1,150,5,5
Célibataire,51,1,402,1,135,5,5
En Couple,34,1,420,1,125,5,5
En Couple,71,1,544,1,55,5,3
En Couple,83,1,772,1,306,5,5
En Couple,59,1,572,1,507,5,5
En Couple,21,1,859,1,507,5,5
Célibataire,23,1,926,1,75,5,5
En Couple,25,1,1211,1,75,5,5
En Couple,18,1,190,1,272,5,5
En Couple,47,1,500,1,245,5,5
Célibataire,20,1,544,1,150,5,5
En Couple,50,1,1214,1,197,5,5
En Couple,29,1,985,1,507,5,5
En Couple,47,1,818,1,75,5,5
Seule,30,1,468,1,272,5,5
Célibataire,39,1,1311,1,75,5,5
En Couple,70,1,408,1,306,5,5
En Couple,47,1,820,1,197,5,5
Célibataire,82,1,839,1,136,5,5
En Couple,24,1,498,1,272,5,5
Célibataire,60,1,407,1,150,5,5
Célibataire,79,1,515,1,115,5,5
En Couple,32,1,506,1,272,5,5
Célibataire,26,1,572,1,75,5,5
En Couple,28,0,503,1,272,5,5
En Couple,19,1,160,1,102,5,5
Célibataire,68,1,534,1,136,5,5
En Couple,37,1,486,1,272,5,5
En Couple,22,1,849,1,507,5,5
Célibataire,55,1,1029,1,75,5,5
En Couple,31,1,476,1,75,5,5
En Couple,73,1,498,1,306,5,5
En Couple,34,1,175,1,245,5,5
En Couple,56,1,413,1,170,5,5
En Couple,19,1,592,1,507,5,5
En Couple,21,1,727,1,507,5,5
Célibataire,53,1,243,1,55,5,3
Célibataire,32,1,535,1,150,5,5
En Couple,48,1,1151,1,507,5,5
En Couple,25,1,1287,1,507,5,5
En Couple,33,1,924,1,75,5,5
Célibataire,74,1,539,1,55,5,3
Célibataire,53,1,503,1,75,5,5
En Couple,21,1,1,1,245,5,5
Célibataire,40,1,174,1,55,5,3
Seule,48,1,400,1,245,5,5
Seule,54,1,501,1,125,5,5
En Couple,53,1,576,1,507,5,5
En Couple,50,1,151,1,102,5,5
En Couple,27,1,429,1,272,5,5
1,44,1,1215,1,75,5,5
En Couple,62,1,456,1,150,5,5
Célibataire,67,1,191,1,135,5,5
En Couple,41,1,1139,1,507,5,5
En Couple,31,1,230,1,200,5,5
Célibataire,76,1,411,1,136,5,5
Célibataire,29,1,550,1,150,5,5
Célibataire,22,1,166,1,65,5,5
Célibataire,38,1,531,1,55,5,3
Célibataire,45,1,563,1,90,5,3
En Couple,29,1,476,1,507,5,5
Célibataire,50,1,443,1,55,5,3
En Couple,45,1,470,1,507,5,5
En Couple,26,1,588,1,75,5,5
En Couple,59,1,555,1,125,5,5
En Couple,58,1,440,1,272,5,5
En Couple,57,1,240,1,109,5,5
En Couple,53,1,427,1,272,5,5
En Couple,67,1,1022,1,115,5,5
En Couple,19,1,178,1,193,5,5
Seule,43,1,567,1,245,5,5
En Couple,19,1,238,1,200,5,5
En Couple,22,1,503,1,245,5,5
En Couple,39,1,171,1,272,5,5
En Couple,39,1,477,1,507,5,5
En Couple,28,1,487,1,272,5,5
En Couple,46,1,745,1,197,5,5
En Couple,52,1,892,1,75,5,5
Seule,75,1,167,1,125,5,5
En Couple,59,1,219,1,55,5,3
Célibataire,21,1,198,1,90,5,5
En Couple,64,1,438,1,306,5,5
Célibataire,33,1,167,1,75,5,5
Célibataire,33,1,167,1,75,5,5
En Couple,33,1,903,1,507,5,5
Seule,46,1,506,1,245,5,5
Célibataire,21,1,507,1,150,5,5
En Couple,48,1,561,1,147,5,5
En Couple,82,1,595,1,306,5,5
En Couple,32,1,240,1,65,5,5
Célibataire,31,1,410,1,75,5,5
En Couple,56,1,476,1,245,5,5
Seule,52,1,439,1,147,5,5
En Couple,55,1,213,1,272,5,5
Célibataire,25,1,185,1,55,5,3
Célibataire,30,1,595,1,55,5,3
Célibataire,72,1,410,1,55,5,3
En Couple,60,1,1024,1,507,5,5
En Couple,81,1,424,1,150,5,5
En Couple,50,1,431,1,55,5,3
En Couple,58,1,190,1,170,5,5
En Couple,23,1,517,1,272,5,5
En Couple,29,1,1332,1,507,5,5
Célibataire,30,1,599,1,150,5,5
En Couple,25,1,597,1,272,5,5
En Couple,55,1,506,1,272,5,5
En Couple,23,1,475,1,507,5,5
En Couple,30,1,444,1,75,5,5
En Couple,47,1,225,1,55,5,3
Célibataire,46,1,518,1,55,5,3
En Couple,38,1,1299,1,507,5,5
En Couple,58,1,1285,1,75,5,5
En Couple,23,1,171,1,245,5,5
En Couple,59,1,556,1,75,5,5
Célibataire,60,1,505,1,75,5,5
Seule,44,1,209,1,272,5,5
En Couple,79,1,473,1,150,5,5
En Couple,60,1,507,1,197,5,5
En Couple,27,1,480,1,507,5,5
Seule,71,1,480,1,150,5,5
En Couple,51,1,183,1,200,5,5
Célibataire,32,1,596,1,75,5,5
En Couple,66,1,1239,1,75,5,5
En Couple,43,1,1014,1,115,5,5
En Couple,22,1,1314,1,507,5,5
En Couple,33,1,971,1,197,5,5
Célibataire,28,1,534,1,150,5,5
Célibataire,18,1,771,1,75,5,5
Célibataire,18,1,703,1,75,5,5
En Couple,19,1,177,1,193,5,5
Célibataire,76,1,490,1,75,5,5
En Couple,26,1,403,1,507,5,5
En Couple,38,1,223,1,272,5,5
Célibataire,21,1,436,1,75,5,5
Célibataire,43,1,485,1,55,5,3
Célibataire,36,1,582,1,135,5,5
En Couple,26,1,450,1,507,5,5
En Couple,59,1,566,1,75,5,5
En Couple,51,1,895,1,507,5,5
Célibataire,24,1,480,1,55,5,3
Célibataire,59,0,975,1,75,5,5
En Couple,64,1,159,1,125,5,5
Célibataire,49,1,551,1,150,5,5
En Couple,41,1,537,1,197,5,5
En Couple,58,1,558,1,125,5,5
En Couple,41,1,1219,1,507,5,5
En Couple,21,1,552,1,125,5,5
En Couple,52,1,174,1,245,5,5
Seule,37,1,512,1,125,5,5
Célibataire,52,1,498,1,150,5,5
Marié(e),29,1,808,1,197,5,5
Célibataire,19,1,1159,1,75,5,5
En Couple,39,1,1259,1,197,5,5
Célibataire,38,1,591,1,150,5,5
En Couple,30,1,488,1,245,5,5
En Couple,51,1,500,1,245,5,5
En Couple,74,1,550,1,55,5,3
Célibataire,46,1,447,1,135,5,5
Célibataire,58,1,557,1,150,5,5
En Couple,44,1,420,1,245,5,5
En Couple,63,1,192,1,170,5,5
Célibataire,64,1,438,1,75,5,5
En Couple,47,1,1328,1,507,5,5
En Couple,28,1,531,1,125,5,5
En Couple,47,1,547,1,507,5,5
En Couple,53,1,500,1,245,5,5
En Couple,45,1,884,1,507,5,5
Célibataire,37,1,537,1,135,5,5
En Couple,47,1,529,1,245,5,5
En Couple,31,1,1017,1,197,5,5
Célibataire,51,1,165,1,90,5,5
Célibataire,18,1,554,1,150,5,5
Célibataire,22,1,438,1,75,5,5
Célibataire,57,1,545,1,75,5,5
En Couple,39,1,430,1,507,5,5
En Couple,26,1,940,1,507,5,5
Célibataire,46,1,509,1,135,5,5
En Couple,60,1,222,1,193,5,5
Célibataire,45,1,432,1,150,5,5
Célibataire,70,1,1091,1,75,5,5
En Couple,20,1,570,1,507,5,5
En Couple,18,1,521,1,75,5,5
En Couple,41,1,763,1,197,5,5
Célibataire,51,1,579,1,75,5,5
Célibataire,22,1,1288,1,75,5,5
Célibataire,23,1,458,1,75,5,5
Célibataire,47,1,482,1,135,5,5
Seule,81,1,409,1,306,5,5
En Couple,27,1,437,1,245,5,5
En Couple,31,1,461,1,170,5,5
En Couple,26,1,217,1,125,5,5
En Couple,57,1,226,1,109,5,5
Seule,79,1,851,1,150,5,5
En Couple,47,1,198,1,58,5,3
En Couple,28,1,1173,1,75,5,5
Célibataire,75,1,810,1,136,5,5
Célibataire,25,1,1317,1,75,5,5
En Couple,36,1,178,1,245,5,5
En Couple,59,1,1047,1,507,5,5
En Couple,54,1,705,1,75,5,5
En Couple,74,1,416,1,55,5,3
Célibataire,57,1,512,1,75,5,5
En Couple,30,1,596,1,197,5,5
En Couple,40,1,191,1,245,5,5
En Couple,34,1,1162,1,197,5,5
En Couple,56,1,957,1,197,5,5
En Couple,33,1,819,1,75,5,5
Célibataire,68,1,206,1,150,5,5
En Couple,82,1,169,1,245,5,5
En Couple,78,1,245,1,193,5,5
En Couple,20,1,1141,1,197,5,5
En Couple,22,1,226,1,272,5,5
En Couple,30,1,562,1,245,5,5
Célibataire,54,1,704,1,75,5,5
Célibataire,80,1,455,1,136,5,5
Célibataire,24,1,171,1,65,5,5
Célibataire,38,1,224,1,115,5,5
En Couple,64,1,400,1,306,5,5
En Couple,35,1,511,1,147,5,5
En Couple,75,1,507,1,150,5,5
En Couple,71,1,420,1,150,5,5
Seule,79,1,1381,1,150,5,5
En Couple,65,1,226,1,245,5,5
En Couple,27,1,542,1,272,5,5
Célibataire,69,1,883,1,75,5,5
En Couple,27,1,916,1,197,5,5
En Couple,55,1,420,1,170,5,5
En Couple,53,1,515,1,245,5,5
En Couple,35,1,798,1,507,5,5
Célibataire,30,1,796,1,75,5,5
En Couple,19,1,243,1,58,5,3
En Couple,50,1,1141,1,197,5,5
En Couple,76,1,500,1,150,5,5
En Couple,20,1,545,1,125,5,5
En Couple,46,1,163,1,193,5,5
En Couple,46,1,828,1,507,5,5
En Couple,23,1,248,1,170,5,5
En Couple,60,1,574,1,125,5,5
Seule,29,1,595,1,507,5,5
En Couple,52,1,462,1,245,5,5
En Couple,68,1,1196,1,306,5,5
En Couple,60,1,441,1,272,5,5
Seule,75,1,1008,1,150,5,5
En Couple,27,1,196,1,55,5,3
En Couple,28,1,591,1,245,5,5
En Couple,78,1,1362,1,150,5,5
En Couple,30,1,186,1,193,5,5
En Couple,48,1,972,1,507,5,5
En Couple,83,1,507,1,306,5,5
Célibataire,37,1,173,1,115,5,5
En Couple,34,1,730,1,197,5,5
En Couple,41,1,596,1,272,5,5
Célibataire,21,1,1220,1,75,5,5
Célibataire,23,1,957,1,75,5,5
En Couple,54,1,573,1,125,5,5
En Couple,66,1,1105,1,306,5,5
Célibataire,32,1,203,1,75,5,5
En Couple,28,1,509,1,75,5,5
En Couple,18,1,182,1,193,5,5
En Couple,20,1,410,1,507,5,5
En Couple,24,1,564,1,125,5,5
En Couple,46,1,599,1,170,5,5
En Couple,22,0,431,1,245,5,5
En Couple,18,1,1031,1,197,5,5
Célibataire,59,1,471,1,150,5,5
En Couple,46,1,822,1,507,5,5
En Couple,19,1,484,1,125,5,5
En Couple,24,1,1082,1,75,5,5
En Couple,79,1,175,1,193,5,5
En Couple,55,1,705,1,507,5,5
En Couple,62,1,446,1,150,5,5
En Couple,39,1,530,1,170,5,5
En Couple,32,1,975,1,507,5,5
En Couple,84,1,1263,1,150,5,5
Célibataire,43,1,182,1,90,5,5
En Couple,25,1,1035,1,507,5,5
En Couple,40,1,569,1,507,5,5
En Couple,55,1,206,1,109,5,5
En Couple,25,1,833,1,507,5,5
Célibataire,29,1,512,1,55,5,3
Célibataire,55,1,423,1,150,5,5
En Couple,28,1,441,1,170,5,5
En Couple,19,1,228,1,245,5,5
Célibataire,48,1,869,1,75,5,5
En Couple,81,1,186,1,102,5,5
En Couple,46,1,461,1,245,5,5
En Couple,77,1,1387,1,306,5,5
En Couple,63,1,540,1,150,5,5
Seule,26,1,1228,1,507,5,5
En Couple,19,1,406,1,55,5,3
En Couple,62,1,429,1,150,5,5
En Couple,62,1,1105,1,306,5,5
Célibataire,57,1,416,1,55,5,3
Célibataire,22,1,191,1,115,5,5
En Couple,43,1,796,1,507,5,5
En Couple,52,1,188,1,272,5,5
Célibataire,21,1,980,1,75,5,5
En Couple,18,1,547,1,507,5,5
En Couple,29,1,579,1,245,5,5
En Couple,31,1,593,1,90,5,3
Célibataire,20,1,551,1,150,5,5
0,34,1,1101,1,197,5,5
En Couple,52,1,430,1,245,5,5
Seule,31,1,868,1,507,5,5
En Couple,59,1,599,1,245,5,5
En Couple,53,1,535,1,245,5,5
Célibataire,25,1,1373,1,75,5,5
En Couple,22,1,198,1,55,5,3
Seule,23,1,477,1,507,5,5
Célibataire,44,1,855,1,115,5,5
En Couple,36,1,185,1,200,5,5
Célibataire,39,1,598,1,75,5,5
Célibataire,63,1,221,1,65,5,5
En Couple,80,1,160,1,272,5,5
Célibataire,51,1,549,1,75,5,5
Seule,51,1,219,1,193,5,5
En Couple,40,1,565,1,197,5,5
En Couple,38,1,447,1,272,5,5
En Couple,23,1,1088,1,197,5,5
Célibataire,19,1,436,1,150,5,5
En Couple,32,1,195,1,193,5,5
En Couple,34,1,160,1,272,5,5
En Couple,76,1,534,1,306,5,5
En Couple,23,1,575,1,245,5,5
Célibataire,34,1,191,1,135,5,5
En Couple,73,1,165,1,200,5,5
En Couple,44,1,214,1,200,5,5
En Couple,59,1,1134,1,507,5,5
Célibataire,66,1,588,1,136,5,5
En Couple,33,1,432,1,170,5,5
Célibataire,54,1,475,1,75,5,5
En Couple,30,1,543,1,147,5,5
Seule,59,1,516,1,197,5,5
Célibataire,29,1,1162,1,150,5,5
En Couple,67,1,222,1,147,5,5
En Couple,59,1,426,1,245,5,5
En Couple,54,1,462,1,507,5,5
En Couple,57,1,460,1,507,5,5
En Couple,30,1,244,1,55,5,3
Célibataire,29,1,557,1,150,5,5
En Couple,51,1,473,1,125,5,5
En Couple,19,1,462,1,147,5,5
Célibataire,33,1,245,1,65,5,5
En Couple,25,1,531,1,272,5,5
En Couple,22,1,233,1,147,5,5
En Couple,39,1,402,1,507,5,5
En Couple,57,1,432,1,507,5,5
En Couple,30,1,469,1,125,5,5
En Couple,27,1,465,1,245,5,5
Seule,23,1,1063,1,507,5,5
En Couple,55,1,436,1,170,5,5
En Couple,29,1,190,1,272,5,5
Célibataire,38,1,593,1,75,5,5
En Couple,31,1,589,1,507,5,5
En Couple,83,1,466,1,150,5,5
En Couple,49,1,1156,1,507,5,5
En Couple,37,1,457,1,125,5,5
Seul,22,1,193,1,75,5,5
En Couple,72,1,916,1,150,5,5
En Couple,84,1,736,1,150,5,5
Célibataire,52,1,497,1,150,5,5
En Couple,54,1,221,1,272,5,5
En Couple,83,1,1353,1,306,5,5
Célibataire,21,1,451,1,75,5,5
En Couple,61,1,599,1,306,5,5
En Couple,1,1,208,1,200,5,5
En Couple,56,1,442,1,147,5,5
Célibataire,21,1,1062,1,75,5,5
Célibataire,39,1,511,1,110,5,5
Célibataire,84,1,171,1,90,5,3
En Couple,59,1,163,1,245,5,5
Célibataire,35,1,514,1,75,5,5
En Couple,76,1,243,1,245,5,5
Célibataire,19,1,409,1,75,5,5
En Couple,44,1,525,1,272,5,5
En Couple,37,1,475,1,272,5,5
Seule,56,1,501,1,125,5,5
En Couple,18,1,224,1,102,5,5
En Couple,46,1,469,1,197,5,5
En Couple,79,1,208,1,272,5,5
En Couple,30,1,546,1,147,5,5
En Couple,34,1,486,1,245,5,5
En Couple,22,1,449,1,147,5,5
Célibataire,65,1,1223,1,75,5,5
En Couple,23,1,246,1,58,5,3
En Couple,82,1,1005,1,306,5,5
En Couple,32,1,531,1,75,5,5
En Couple,72,1,513,1,306,5,5
Seule,52,1,509,1,125,5,5
Célibataire,41,1,599,1,150,5,5
En Couple,25,1,966,1,75,5,5
En Couple,22,1,464,1,272,5,5
Célibataire,42,1,173,1,65,5,5
Célibataire,46,1,775,1,75,5,5
Célibataire,84,1,427,1,55,5,3
En Couple,22,1,547,1,272,5,5
En Couple,25,1,1196,1,197,5,5
En Couple,27,1,190,1,109,5,5
Célibataire,18,1,1113,1,75,5,5
En Couple,37,1,879,1,507,5,5
En Couple,23,1,215,1,193,5,5
Célibataire,48,1,415,1,150,5,5
En Couple,26,1,1211,1,197,5,5
Célibataire,40,1,409,1,75,5,5
En Couple,39,1,167,1,245,5,5
En Couple,84,1,712,1,306,5,5
Seule,52,1,544,1,245,5,5
En Couple,25,1,495,1,125,5,5
En Couple,48,1,867,1,197,5,5
En Couple,29,1,545,1,125,5,5
En Couple,30,1,1145,1,507,5,5
En Couple,55,1,469,1,245,5,5
En Couple,66,1,238,1,170,5,5
Célibataire,26,1,150,1,55,5,3
En Couple,18,1,444,1,272,5,5
En Couple,29,1,150,1,193,5,5
En Couple,47,1,932,1,507,5,5
En Couple,53,1,899,1,197,5,5
En Couple,28,1,573,1,75,5,5
Seule,43,1,220,1,200,5,5
En Couple,58,1,431,1,272,5,5
En Couple,32,1,171,1,170,5,5
En Couple,41,1,463,1,272,5,5
En Couple,26,1,1266,1,197,5,5
Célibataire,32,1,527,1,55,5,3
En Couple,58,1,478,1,272,5,5
En Couple,42,1,558,1,245,5,5
En Couple,37,1,157,1,102,5,5
Célibataire,56,1,597,1,75,5,5
En Couple,19,1,547,1,507,5,5
Célibataire,73,1,409,1,136,5,5
