age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation,immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
58,M,1358,C�libataire,0,false,6716 IY 28,6716 IY 28,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
46,M,180,En Couple,0,true,3225 WX 48,3225 WX 48,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
32,M,555,En Couple,3,true,7009 WY 91,7009 WY 91,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
52,F,538,En Couple,4,false,2340 AP 24,2340 AP 24,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
76,M,1225,C�libataire,0,false,5462 FB 48,5462 FB 48,Mercedes,A200,136,moyenne,5,5,gris,false,25900
57,M,465,C�libataire,0,false,5974 LT 93,5974 LT 93,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
31,M,211,C�libataire,0,false,953 PV 93,953 PV 93,Peugeot,1007 1.4,75,courte,5,5,rouge,true,9625
51,M,186,En Couple,3,true,1750 RI 22,1750 RI 22,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
43,M,487,En Couple,2,false,6250 WA 63,6250 WA 63,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
65,F,532,C�libataire,0,false,971 NY 25,971 NY 25,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
19,M,572,C�libataire,0,false,6138 BL 83,6138 BL 83,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
52,M,510,Seule,1,false,4274 NY 39,4274 NY 39,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
35,M,183,En Couple,0,false,573 JG 27,573 JG 27,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
33,M,200,En Couple,2,false,8469 SX 52,8469 SX 52,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
67,F,150,En Couple,4,false,5144 EU 88,5144 EU 88,Volvo,S80 T6,272,tr�s longue,5,5,bleu,true,35350
68,F,234,Seule,3,false,3220 VG 77,3220 VG 77,Renault,Laguna 2.0T,170,longue,5,5,rouge,true,19110
20,M,522,C�libataire,0,false,1890 VG 89,1890 VG 89,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
60,F,585,C�libataire,0,false,1664 MS 71,1664 MS 71,Audi,A3 2.0 FSI,150,moyenne,5,5,noir,true,19950
51,F,594,C�libataire,0,false,1206 LH 60,1206 LH 60,Audi,A3 2.0 FSI,150,moyenne,5,5,noir,true,19950
43,M,1363,C�libataire,0,false,5834 BS 97,5834 BS 97,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
41,M,880,C�libataire,0,false,31 MC 84,31 MC 84,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
81,M,460,En Couple,4,true,9144 LV 79,9144 LV 79,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
83,M,505,En Couple,2,true,5131 JT 68,5131 JT 68,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
19,Homme,716,En Couple,1,false,9296 YX 24,9296 YX 24,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
28,F,236,En Couple,3,false,7545 NR 26,7545 NR 26,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
61,Homme,153,En Couple,1,true,6139 RD 47,6139 RD 47,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
56,M,445,C�libataire,0,false,4298 ZD 91,4298 ZD 91,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
49,F,1060,En Couple,0,false,5011 IX 98,5011 IX 98,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
37,M,426,Seule,1,false,5330 CA 75,5330 CA 75,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
41,M,1293,Seule,2,false,5476 UN 49,5476 UN 49,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
42,F,566,Seule,3,false,8695 HW 96,8695 HW 96,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
73,M,472,En Couple,0,true,1630 EF 63,1630 EF 63,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
25,M,587,En Couple,1,false,7937 BC 35,7937 BC 35,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
38,M,765,C�libataire,0,false,9697 FH 47,9697 FH 47,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
36,M,547,C�libataire,0,false,3208 CY 97,3208 CY 97,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
62,F,194,En Couple,2,false,6543 PS 20,6543 PS 20,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
46,M,199,En Couple,0,true,5913 LT 66,5913 LT 66,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
23,F,1038,C�libataire,0,false,4909 XH 48,4909 XH 48,Audi,A2 1.4,75,courte,5,5,noir,false,18310
19,F,556,En Couple,3,true,5489 XJ 90,5489 XJ 90,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
59,M,179,C�libataire,0,false,2129 ST 53,2129 ST 53,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
28,M,401,En Couple,1,false,1759 ZJ 11,1759 ZJ 11,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
55,M,565,C�libataire,0,false,4501 RF 76,4501 RF 76,BMW,120i,150,moyenne,5,5,noir,true,25060
57,F,440,En Couple,2,false,5062 YC 71,5062 YC 71,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
30,F,1060,En Couple,3,false,9970 RB 49,9970 RB 49,BMW,M5,507,tr�s longue,5,5,gris,false,94800
81,M,940,En Couple,1,false,2344 SP 66,2344 SP 66,Mercedes,S500,306,tr�s longue,5,5,gris,false,101300
51,M,457,En Couple,2,false,4053 SX 51,4053 SX 51,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
20,M,1340,En Couple,1,false,3739 KY 40,3739 KY 40,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
83,M,1028,En Couple,0,true,1950 ZL 86,1950 ZL 86,Audi,A2 1.4,75,courte,5,5,noir,false,18310
48,M,473,En Couple,2,true,5464 PV 78,5464 PV 78,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
64,M,829,En Couple,2,false,3739 HT 28,3739 HT 28,Saab,9.3 1.8T,150,longue,5,5,bleu,false,38600
19,F,402,En Couple,2,false,1430 OY 15,1430 OY 15,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
59,M,457,En Couple,4,false,5153 SW 76,5153 SW 76,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
81,M,546,En Couple,3,false,7811 KR 91,7811 KR 91,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
56,M,870,C�libataire,0,false,7859 KK 11,7859 KK 11,Audi,A2 1.4,75,courte,5,5,gris,false,18310
29,Femme,458,Seule,1,false,5467 ET 75,5467 ET 75,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
27,M,497,C�libataire,0,false,8744 TR 66,8744 TR 66,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
50,M,422,C�libataire,0,false,6430 RP 23,6430 RP 23,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
48,M,455,Seule,1,false,7609 FL 42,7609 FL 42,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
54,F,223,En Couple,2,false,2878 IV 23,2878 IV 23,Nissan,Primera 1.6,109,longue,5,5,gris,false,18650
50,M,784,En Couple,4,false,3055 UW 87,3055 UW 87,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
35,M,506,C�libataire,0,false,3006 AI 83,3006 AI 83,BMW,120i,150,moyenne,5,5,gris,true,25060
21,M,835,En Couple,4,false,6921 QN 74,6921 QN 74,BMW,M5,507,tr�s longue,5,5,gris,false,94800
28,Homme,483,En Couple,2,false,5811 BN 38,5811 BN 38,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
26,M,229,En Couple,1,true,3860 EK 12,3860 EK 12,Kia,Picanto 1.1,65,courte,5,5,rouge,false,8990
22,M,947,En Couple,4,true,8406 XN 41,8406 XN 41,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
74,M,513,En Couple,1,false,112 AZ 59,112 AZ 59,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
53,M,1005,En Couple,1,false,6640 KD 22,6640 KD 22,BMW,M5,507,tr�s longue,5,5,gris,false,94800
59,M,209,En Couple,2,true,2929 XL 97,2929 XL 97,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
56,M,441,En Couple,2,false,5821 FB 92,5821 FB 92,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
55,M,448,En Couple,1,false,1115 YE 76,1115 YE 76,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
22,M,519,C�libataire,0,false,4649 OT 47,4649 OT 47,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
44,M,1324,En Couple,1,false,1317 NM 15,1317 NM 15,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
68,M,489,En Couple,1,true,7397 PE 43,7397 PE 43,Audi,A2 1.4,75,courte,5,5,gris,true,12817
66,M,429,En Couple,3,false,8631 II 37,8631 II 37,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
21,F,1236,En Couple,3,false,8450 VK 40,8450 VK 40,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
35,M,404,En Couple,2,true,5835 WZ 71,5835 WZ 71,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
32,M,172,Seule,3,false,7940 FW 77,7940 FW 77,Renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110
18,M,464,En Couple,0,false,2318 SP 69,2318 SP 69,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
52,F,1275,En Couple,2,false,7600 SD 49,7600 SD 49,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
23,M,227,En Couple,3,false,3088 YZ 98,3088 YZ 98,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,noir,false,31790
67,M,535,C�libataire,0,false,6173 AF 73,6173 AF 73,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
53,M,760,En Couple,1,false,8895 ZZ 97,8895 ZZ 97,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
22,F,1208,C�libataire,0,false,3846 GT 97,3846 GT 97,Audi,A2 1.4,75,courte,5,5,noir,false,18310
59,M,474,En Couple,0,false,1728 II 79,1728 II 79,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
39,M,246,En Couple,4,false,839 SU 16,839 SU 16,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,gris,false,30000
37,M,803,En Couple,1,false,2502 PS 93,2502 PS 93,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
52,F,408,En Couple,0,false,2155 JQ 66,2155 JQ 66,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
72,M,203,En Couple,4,false,5336 BM 78,5336 BM 78,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,true,34440
52,M,249,C�libataire,0,false,52 OS 51,52 OS 51,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
20,F,575,En Couple,4,false,8959 CB 69,8959 CB 69,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
30,F,748,En Couple,2,false,6210 LS 78,6210 LS 78,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
40,M,1139,C�libataire,0,false,2068 DR 49,2068 DR 49,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
20,M,227,Seule,2,false,9626 QO 16,9626 QO 16,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
57,M,1121,En Couple,0,false,6454 UB 38,6454 UB 38,BMW,M5,507,tr�s longue,5,5,gris,false,94800
18,M,453,C�libataire,0,false,9552 HA 54,9552 HA 54,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
24,M,192,En Couple,0,false,6370 YX 30,6370 YX 30,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,bleu,false,31790
32,M,586,En Couple,0,false,6828 IK 41,6828 IK 41,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
56,F,1089,En Couple,1,false,6936 GO 52,6936 GO 52,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
38,F,559,En Couple,2,false,7113 ZD 27,7113 ZD 27,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
39,M,1119,C�libataire,0,false,6813 FC 13,6813 FC 13,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
52,M,443,C�libataire,0,false,8993 AG 38,8993 AG 38,Audi,A2 1.4,75,courte,5,5,noir,true,12817
24,M,922,C�libataire,0,false,4339 BN 43,4339 BN 43,Audi,A2 1.4,75,courte,5,5,gris,false,18310
20,F,407,C�libataire,0,false,1762 US 17,1762 US 17,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
23,M,504,En Couple,2,false,8257 TQ 79,8257 TQ 79,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
20,F�minin,440,En Couple,2,true,683 FA 19,683 FA 19,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
22,Homme,727,En Couple,2,false,6673 ZH 65,6673 ZH 65,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
49,M,234,Seule,2,false,6223 LQ 88,6223 LQ 88,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
24,M,943,En Couple,4,false,6924 NR 58,6924 NR 58,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
26,M,237,Seule,2,false,8768 TJ 75,8768 TJ 75,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
21,M,1084,C�libataire,0,false,8880 AN 78,8880 AN 78,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
21,M,1319,En Couple,0,false,9636 YD 51,9636 YD 51,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
25,M,468,Seule,2,false,1098 OE 41,1098 OE 41,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
55,F,228,En Couple,0,false,5652 PA 63,5652 PA 63,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
52,M,1230,En Couple,3, ,9068 VL 70,9068 VL 70,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
81,Homme,541,En Couple,2,false,4215 PT 66,4215 PT 66,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
27,M,203,Seule,2,false,5047 XD 42,5047 XD 42,Ford,Mondeo 1.8,125,longue,5,5,bleu,true,16730
38,M,1051,En Couple,0,true,3467 ES 96,3467 ES 96,Audi,A2 1.4,75,courte,5,5,gris,false,18310
38,M,467,En Couple,1,true,9681 NQ 29,9681 NQ 29,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
74,M,431,En Couple,0,false,9820 TS 57,9820 TS 57,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
76,M,594,En Couple,2,false,16 DR 59,16 DR 59,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
26,M,241,C�libataire,0,false,9546 HD 63,9546 HD 63,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,true,15644
24,M,162,En Couple,3,true,2269 VQ 33,2269 VQ 33,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,gris,false,30000
23,F,450,C�libataire,0,false,5367 WU 37,5367 WU 37,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
57,F,249,En Couple,2,false,6978 RK 21,6978 RK 21,Nissan,Primera 1.6,109,longue,5,5,blanc,false,18650
63,F,1260,C�libataire,0,false,1446 JF 81,1446 JF 81,Mini,Copper 1.6 16V,115,courte,5,5,rouge,false,18200
31,F,171,En Couple,1,false,6764 HW 46,6764 HW 46,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
69,M,576,En Couple,4,false,237 OD 26,237 OD 26,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
43,M,854,En Couple,0,false,344 BL 46,344 BL 46,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
27,F,236,C�libataire,0,false,963 MQ 93,963 MQ 93,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
39,M,1374,En Couple,1,false,1993 DE 79,1993 DE 79,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
25,M,1018,En Couple,4,false,6802 EL 49,6802 EL 49,BMW,M5,507,tr�s longue,5,5,gris,false,94800
46,M,1048,En Couple,0,true,3184 DG 96,3184 DG 96,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
20,M,498,En Couple,2,false,7109 QN 77,7109 QN 77,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
57,M,431,En Couple,4,true,9346 VV 98,9346 VV 98,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
27,F,911,C�libataire,0,false,6795 BN 36,6795 BN 36,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
29,M,909,En Couple,0,false,5398 FA 25,5398 FA 25,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
30,F,593,En Couple,3,true,386 MZ 86,386 MZ 86,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
76,F,453,En Couple,2,false,2596 IF 33,2596 IF 33,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
68,M,1344,En Couple,3,false,6476 UD 81,6476 UD 81,Mercedes,S500,306,tr�s longue,5,5,noir,false,101300
29,M,1083,En Couple,4,false,5718 VY 39,5718 VY 39,BMW,M5,507,tr�s longue,5,5,noir,false,94800
66,F,528,En Couple,2,false,6364 JP 31,6364 JP 31,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
65,M,718,?,2,true,1146 ZJ 13,1146 ZJ 13,Audi,A2 1.4,75,courte,5,5,noir,false,18310
32,F,491,C�libataire,0,false,682 PX 72,682 PX 72,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
71,M,470,En Couple,4,false,685 MT 64,685 MT 64,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
48,M,1331,Mari�(e),1,false,4506 BN 35,4506 BN 35,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
18,M,539,En Couple,0,false,33 HB 35,33 HB 35,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
22,M,533,En Couple,4,false,1465 BP 62,1465 BP 62,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
44,M,1069,En Couple,1,false,6935 VG 44,6935 VG 44,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
47,F,451,En Couple,4,false,1488 YM 81,1488 YM 81,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
52,M,575,C�libataire,0,false,7269 FH 39,7269 FH 39,BMW,120i,150,moyenne,5,5,rouge,true,25060
84,M,580,En Couple,3,false,7821 JJ 24,7821 JJ 24,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
50,F,453,C�libataire,0,false,7185 HC 85,7185 HC 85,Mini,Copper 1.6 16V,115,courte,5,5,bleu,true,12740
31,M,412,En Couple,2,false,6273 OH 32,6273 OH 32,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
37,F,559,En Couple,1,false,7460 UZ 79,7460 UZ 79,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
80,M,871,C�libataire,0,false,4044 OK 57,4044 OK 57,Audi,A2 1.4,75,courte,5,5,gris,false,18310
30,M,198,C�libataire,0,false,3608 ZK 12,3608 ZK 12,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,true,16029
35,M,773,C�libataire,0,false,3827 RY 12,3827 RY 12,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
58,M,1221,En Couple,3,false,4922 YO 47,4922 YO 47,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
29,F,1253,En Couple,4,false,3258 HC 74,3258 HC 74,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
24,M,437,En Couple,0,false,8104 TF 33,8104 TF 33,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
58,M,409,C�libataire,0,false,986 UJ 30,986 UJ 30,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
31,M,460,En Couple,2,false,834 FI 14,834 FI 14,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
38,M,1336,C�libataire,0,false,9019 AJ 60,9019 AJ 60,Audi,A2 1.4,75,courte,5,5,gris,false,18310
36,M,193,En Couple,0,false,7436 JB 12,7436 JB 12,Nissan,Primera 1.6,109,longue,5,5,rouge,false,18650
26,F,583,En Couple,3,false,4970 NZ 76,4970 NZ 76,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
19,M,575,En Couple,3,false,9355 OD 46,9355 OD 46,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
18,M,209,En Couple,0,false,7012 EV 13,7012 EV 13,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,noir,false,31790
30,M,554,En Couple,3,true,355 EX 71,355 EX 71,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
30,M,1246,En Couple,2,false,9065 VM 49,9065 VM 49,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
22,M,408,En Couple,3,true,1743 KE 83,1743 KE 83,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
57,M,418,En Couple,4,false,9785 IE 71,9785 IE 71,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
32,F,440,C�libataire,0,false,9064 VN 98,9064 VN 98,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
22,M,572,En Couple,1,true,2106 GT 43,2106 GT 43,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
61,M,478,En Couple,3,false,5388 FW 18,5388 FW 18,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
40,M,530,C�libataire,0,false,2031 BL 22,2031 BL 22,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
47,M,1351,C�libataire,0,false,6696 NO 57,6696 NO 57,Audi,A2 1.4,75,courte,5,5,noir,false,18310
56,M,1283,C�libataire, ,false,2034 MN 96,2034 MN 96,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
51,F,435,En Couple,2,false,6590 SM 70,6590 SM 70,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
32,M,231,C�libataire,0,false,3754 ND 28,3754 ND 28,Kia,Picanto 1.1,65,courte,5,5,noir,false,8990
51,M,765,C�libataire,0,false,384 DY 67,384 DY 67,Audi,A2 1.4,75,courte,5,5,gris,false,18310
47,M,594,En Couple,1,false,8197 TD 85,8197 TD 85,BMW,M5,507,tr�s longue,5,5,noir,true,66360
40,M,464,C�libataire,0,false,8770 MT 35,8770 MT 35,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
65,M,565,C�libataire,0,false,1727 SS 28,1727 SS 28,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
66,M,540,C�libataire,0,false,8939 KO 24,8939 KO 24,Mercedes,A200,136,moyenne,5,5,gris,true,18130
21,M,992,En Couple,2,false,4361 JF 70,4361 JF 70,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
53,F,453,C�libataire,0,false,8420 VN 54,8420 VN 54,BMW,120i,150,moyenne,5,5,noir,true,25060
48,M,831,En Couple,2,false,9218 AS 86,9218 AS 86,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
45,M,849,En Couple,0,true,5751 LS 14,5751 LS 14,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
28,F,580,En Couple,3,true,945 NB 45,945 NB 45,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
82,F,720,C�libataire,0,false,400 YE 55,400 YE 55,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
55,N/D,1399,C�libataire,0,false,7976 XG 68,7976 XG 68,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
72,M,1232,En Couple,0,false,4639 FG 81,4639 FG 81,Saab,9.3 1.8T,150,longue,5,5,bleu,false,38600
58,M,525,En Couple,3,false,6625 YI 45,6625 YI 45,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
50,F,582,C�libataire,0,false,4276 VG 22,4276 VG 22,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
54,M,246,C�libataire,0,false,8997 ZE 60,8997 ZE 60,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
66,Masculin,502,En Couple,3,true,5137 EW 64,5137 EW 64,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
60,M,419,En Couple,0,true,8448 KN 54,8448 KN 54,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
72,M,540,En Couple,3,false,2155 TR 69,2155 TR 69,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
24,M,529,En Couple,0,false,2222 JO 41,2222 JO 41,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
45,F,494,C�libataire,0,false,7449 TY 48,7449 TY 48,BMW,120i,150,moyenne,5,5,blanc,true,25060
22,M,1327,C�libataire,0,false,2784 DS 71,2784 DS 71,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
33,M,595,En Couple,3,false,611 KL 54,611 KL 54,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
43,M,1045,En Couple,2,false,5400 EL 60,5400 EL 60,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
41,M,177,En Couple,1,false,787 YS 19,787 YS 19,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
33,M,461,En Couple,0,true,9751 HE 57,9751 HE 57,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
84,F,248,En Couple,2,false,8279 VR 51,8279 VR 51,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,noir,false,31790
61,F,436,En Couple,0,false,7862 RE 41,7862 RE 41,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
31,M,170,En Couple,2,false,7420 UI 66,7420 UI 66,Nissan,Primera 1.6,109,longue,5,5,noir,false,18650
21,M,730,C�libataire,0,false,1465 CD 22,1465 CD 22,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
25,M,1016,En Couple,4,false,5988 EE 19,5988 EE 19,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
61,M,228,En Couple,4,false,7373 OT 25,7373 OT 25,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
68,Homme,186,C�libataire,0,false,273 PM 12,273 PM 12,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
22,F,1343,C�libataire,0,false,6939 AN 29,6939 AN 29,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
39,M,1310,C�libataire,0,false,8503 FP 48,8503 FP 48,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
80,F,544,C�libataire,0,false,1394 XW 52,1394 XW 52,Audi,A2 1.4,75,courte,5,5,noir,true,12817
27,M,743,En Couple,4,true,1325 HL 28,1325 HL 28,BMW,M5,507,tr�s longue,5,5,gris,false,94800
19,M,457,C�libataire,0,false,6768 ZO 22,6768 ZO 22,Audi,A2 1.4,75,courte,5,5,noir,true,12817
23,M,492,En Couple,1,false,3724 LV 49,3724 LV 49,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
