age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
57,M,509,C�libataire,0,false,2394 LP 15
18,M,1079,En Couple,0,false,1190 EL 97
52,M,552,En Couple,1,false,2557 SU 55
26,?,427,En Couple,2,false,5730 GF 89
20,M,527,En Couple,2,true,5958 JN 31
52,M,960,En Couple,0,true,4742 CR 34
19,M,1311,En Couple,2,false,4705 OI 61
54,M,941,C�libataire,0,false,1047 RN 52
38,F,194,En Couple,3,false,9196 MR 93
18,M,540,C�libataire,0,false,6556 PD 89
50,F,570,C�libataire,0,false,5385 KY 98
39,M,455,En Couple,4,false,7616 SD 50
19,F,837,En Couple,1,true,2298 LQ 92
70,M,216,C�libataire,0,false,46 JA 17
78,M,520,C�libataire,0,false,5252 VR 76
48,M,543,En Couple,1,false,164 TV 30
41,F,205,En Couple,4,false,6412 LZ 18
47,F,875,C�libataire,0,false,272 WL 32
43,M,466,C�libataire,0,false,5244 LZ 21
50,M,215,C�libataire,0,false,6661 QQ 41
72,M,546,En Couple,3,true,8350 FH 45
26,M,1335,En Couple,4,false,5751 IL 45
19,F,542,C�libataire,0,false,2047 NV 20
21,F,218,En Couple,3,false,7290 SR 35
30,F�minin,584,C�libataire,0,false,6717 BF 87
77,F,444,En Couple,0,false,7830 IO 52
64,M,957,En Couple,3,true,6313 SR 51
38,M,200,C�libataire,0,false,8373 QD 92
18,M,523,C�libataire,0,false,1638 RJ 79
53,M,1333,En Couple,0,false,7859 MI 64
74,M,571,En Couple,1,false,9655 SP 49
23,M,414,En Couple,3,false,3581 QN 36
21,M,197,En Couple,3,true,6276 YP 94
27,M,1151,En Couple,3,false,6674 HT 74
48,M,182,En Couple,4,false,3925 BH 10
84,M,1242,En Couple,0,false,1556 OP 12
54,F,1251,En Couple,0,false,8869 YN 73
53,F,1219,En Couple,1,false,7896 KK 64
53,Femme,1280,En Couple,2,false,736 GQ 90
38,M,530,C�libataire,0,false,4657 JG 53
42,M,530,C�libataire,0,false,4084 UH 37
26,M,562,En Couple,1,false,8424 ST 50
46,M,239,En Couple,1,false,4419 BH 10
52,F,564,En Couple,0,false,4631 ZZ 53
18,F,443,En Couple,0,true,5327 RQ 27
53,F,1084,En Couple,2,true,9448 NS 86
28,M,219,C�libataire,0,false,4685 PW 40
59,M,1174,En Couple,0,false,2554 SV 76
60,M,223,C�libataire,0,false,2274 WB 26
41,M,498,En Couple,4,false,4252 ON 89
34,F,913,C�libataire,0,false,3304 EO 31
69,M,452,En Couple,4,true,5968 JT 76
29,F,492,En Couple,4,false,6953 AE 25
49,M,473,En Couple,1,false,9593 JT 81
31,M,194,En Couple,4,false,8882 FT 28
28,M,543,C�libataire,0,false,4492 AO 94
21,F,408,C�libataire,0,false,3665 AG 34
30,M,199,C�libataire,0,false,7938 DL 78
81,F,182,En Couple,0,false,2471 MS 91
23,M,953,En Couple,3,false,5604 EB 21
37,M,914,En Couple,2,true,583 XR 80
24,M,449,En Couple,2,false,6333 OI 45
21,M,214,En Couple,1,false,852 SE 38
43,F,236,En Couple,3,false,6635 SV 26
54,F,772,C�libataire,0,false,2854 GU 96
39,M,570,C�libataire,0,false,9374 KZ 76
44,M,1021,En Couple,2,false,2757 UN 49
44,F,232,C�libataire,0,false,4615 UH 97
57,F,882,En Couple,3,false,524 LB 39
34,M,446,C�libataire,0,false,3626 XD 33
54,M,978,En Couple,1,false,455 SY 24
30,M,506,Seule,3,false,4540 MU 13
80,F,245,En Couple,0,false,1029 JI 11
24,M,458,C�libataire,0,false,2100 HQ 59
83,F,233,En Couple,2,false,7446 PB 11
26,F,491,C�libataire,0,false,5869 QC 98
56,F,488,En Couple,3,false,6941 AP 38
35,M,585,C�libataire,0,false,6882 KI 46
28,F,231,C�libataire,0,false,1918 KZ 67
32,M,576,En Couple,2,false,8721 UN 43
21,M,589,En Couple,2,false,8785 WA 12
29,M,482,C�libataire,0,false,8585 WJ 35
43,M,538,En Couple,3,false,6653 VW 56
28,M,182,C�libataire,0,false,8795 OC 16
43,F,519,Seule,3,false,6925 PP 67
24,M,223,En Couple,4,false,2539 OK 40
26,Masculin,549,En Couple,4,false,8734 EU 97
51,F,234,C�libataire,0,false,8671 JD 16
54,M,586,C�libataire,0,false,3614 HW 17
46,F,929,En Couple,4,true,2239 ZV 53
50,M,247,En Couple,1,false,6174 GR 62
39,F,498,En Couple,2,false,5523 QF 74
38,Femme,554,C�libataire,0,false,1841 NB 26
29,M,434,C�libataire,0,false,9864 YU 98
55,M,877,C�libataire,0,false,7450 CY 54
42,F,1357,En Couple,2,false,8347 YZ 25
30,F,411,C�libataire,0,false,9985 MN 34
41,M,227,En Couple,1,false,827 EZ 27
26,M,593,C�libataire,0,false,3694 NT 67
28,M,544,En Couple,0,true,1994 YW 46
74,M,212,En Couple,4,false,4780 DY 84
51,M,465,En Couple,1,true,5885 GT 14
65,M,838,C�libataire,0,false,679 TK 59
36,M,1211,C�libataire,0,false,5639 NE 61
79,M,1090,En Couple,1,true,4909 OJ 12
75,F,439,En Couple,3,false,257 NL 14
63,F,476,En Couple,3,true,5681 EW 67
45,M,460,En Couple,1,true,8549 JW 73
44,M,539,C�libataire,0,false,6051 SW 12
25,F,419,En Couple,0,false,797 HA 64
29,F,1308,C�libataire,0,false,6296 SE 94
61,M,579,En Couple,0,false,4136 MB 78
22,M,833,En Couple,4,false,3400 DQ 43
42,F,162,C�libataire,0,false,4229 FX 17
45,M,163,En Couple,4,false,8122 FY 42
31,F,449,En Couple,2,true,70 OW 11
57,M,564,En Couple,0,false,2297 ZN 60
37,F,514,En Couple,0,false,2846 DB 69
45,M,174,En Couple,2,false,8562 ZU 61
25,F,?,C�libataire,0,false,8867 OO 22
46,M,719,En Couple,1,false,7651 KS 80
63,F,440,C�libataire,0,false,8044 JE 56
34,M,152,En Couple,2,false,1597 RL 28
19,F,541,C�libataire,0,false,3859 QR 83
29,M,534,En Couple,2,false,7427 FV 61
53,M,515,En Couple,0,false,2739 NH 12
20,M,212,C�libataire,0,false,6376 SK 89
30,F,1168,En Couple,2,false,9866 WF 28
21,M,591,En Couple,2,false,2468 TS 74
28,M,512,En Couple,1,false,3672 BQ 46
29,F,194,En Couple,1,false,1823 HB 98
47,M,229,C�libataire,0,false,5982 JB 38
28,M,580,En Couple,2,false,4468 VH 24
60,F,899,En Couple,3,false,3072 IV 73
22,M,448,En Couple,1,false,6159 NT 50
40,M,406,C�libataire,0,false,8787 YY 79
56,M,1376,C�libataire,0,false,2527 WI 63
20,Masculin,1139,C�libataire,0,false,5214 PF 25
48,F,460,En Couple,0,false,2084 XL 49
23,F,428,C�libataire,0,false,9133 HN 94
54,Homme,489,En Couple,4,false,9105 GM 26
72,F,547,En Couple,1,true,4457 SF 19
35,M,586,C�libataire,0,false,4571 JR 21
32,F,404,En Couple,3,false,8736 NB 37
24,M,501,C�libataire,0,false,6823 YE 69
65,F,1061,C�libataire,0,false,1283 BB 87
65,M,586,En Couple,2,false,9119 NN 63
35,F,447,En Couple,2,false,8962 GM 25
22,F,442,En Couple,2,false,7789 YF 22
32,F,1163,En Couple,2,true,3954 JG 41
51,F,552,C�libataire,0,false,9502 VK 22
25,M,152,En Couple,4,false,4455 QC 48
32,M,929,C�libataire,0,false,3201 SP 28
53,F,744,En Couple,0,false,3993 JX 62
38,M,191,En Couple,2,false,7253 CY 81
47,F,405,En Couple,0,false,35 GQ 44
31,Homme,781,En Couple,0,true,5901 IW 53
20,M,766,En Couple,0,true,3038 GB 66
51,F,503,En Couple,2,true,6447 RV 68
36,M,818,En Couple,4,false,314 LJ 13
56,M,978,Seule,2,false,1824 YJ 41
28,F,1289,En Couple,2,false,3126 VK 57
52,M,587,En Couple,0,true,7049 GS 75
44,M,921,En Couple,0,false,6610 DL 28
77,M,452,C�libataire,0,false,3877 ON 88
63,M,1173,C�libataire,0,false,1395 KQ 39
19,F,471,En Couple,3,false,6656 FA 44
47,M,237,C�libataire,0,false,5007 AF 70
36,F,530,En Couple,3,false,7785 UI 19
68,F,889,En Couple,1,false,3244 WH 74
62,F,228,En Couple,4,false,2080 HV 63
32,M,210,En Couple,4,false,8581 WG 19
22,M,741,C�libataire,0,false,9864 SY 64
24,F,234,En Couple,1,true,3892 TR 76
50,M,573,C�libataire,0,false,1621 CV 69
25,M,218,En Couple,2,false,7577 EC 78
62,M,474,En Couple,2,false,4543 JZ 82
50,M,193,En Couple,0,false,2337 XO 30
23,F,463,C�libataire,0,false,221 QA 39
20,Homme,217,En Couple,0,true,2238 DH 52
50,F,207,En Couple,2,true,2235 RS 31
81,F,1175,En Couple,1,false,7973 GH 97
49,M,152,En Couple,2,false,292 PD 89
67,F,1259,Seule,3,false,8507 IU 22
33,M,470,En Couple,1,false,151 LE 30
71,M,530,C�libataire,0,false,4359 CG 89
25,M,442,C�libataire,0,false,1301 EX 51
32,Homme,554,En Couple,1,false,5123 FY 19
30,M,762,C�libataire,0,false,7553 EC 45
32,M,462,En Couple,1,false,7883 HK 18
52,M,574,En Couple,1,false,6254 WQ 49
30,M,430,En Couple,2,false,2027 EK 21
36,M,1003,En Couple,1,false,9716 FH 28
25,M,585,En Couple,4,false,6820 XW 46
38,M,497,En Couple,1,false,8331 DY 78
76,F,534,En Couple,2,false,9607 PB 96
80,M,240,En Couple,0,true,2174 ZB 13
32,M,438,En Couple,0,true,3768 DM 75
43,M,559,En Couple,2,false,1177 XW 82
21,M,783,En Couple,4,false,3468 HP 82
49,M,195,En Couple,0,true,5115 HD 10
26,M,1334,C�libataire,0,false,1578 MK 93
39,F,1167,C�libataire,0,false,2388 DV 57
20,M,982,C�libataire,0,false,3950 PZ 69
84, ,462,En Couple,3,false,119 YR 15
74,F,171,En Couple,3,false,5857 HH 50
30,M,245,En Couple,0,false,1993 ME 94
39,M,505,En Couple,2,false,673 EK 53
24,M,405,En Couple,2,false,2960 LM 30
31,M,471,En Couple,0,false,5023 JH 23
27,M,1256,En Couple,3,false,2836 FU 91
18,M,201,En Couple,4,false,8571 JV 61
19,F,1188,En Couple,0,false,6464 UI 70
54,F,531,C�libataire,0,false,8106 XF 38
58,F, ,En Couple,2,false,3393 UA 45
28,M,527,En Couple,2,true,3984 PH 59
19,M,987,En Couple,1,false,6982 AM 67
55,M,559,C�libataire,0,false,6998 WS 14
48,M,223,En Couple,3,false,3086 OE 18
56,F,542,Mari�(e),4,false,7092 YK 14
59,F,211,En Couple,1,false,2412 BG 32
62,M,1024,En Couple,0,false,3143 CV 30
20,F,430,C�libataire,0,false,4886 YU 23
51,F,526,C�libataire,0,false,4860 CX 60
39,F,233,C�libataire,0,false,6785 AH 81
46,F,561,En Couple,0,false,2754 UI 37
33,M,441,Mari�(e),1,false,5350 EA 84
59,M,478,En Couple,3,false,3404 HQ 35
45,M,1184,Seule,3,false,6832 NT 68
31,M,561,En Couple,2,false,6812 SH 66
54,M,792,C�libataire,0,false,3291 EI 70
57,M,165,En Couple,1,false,6729 EL 86
40,M,577,C�libataire,0,false,2902 QI 21
62,F,872,C�libataire,0,false,6361 XD 43
19,M,769,En Couple,2,false,4449 RY 41
59,F,1350,C�libataire,0,false,9047 NM 17
21,M,412,C�libataire,0,false,4879 TK 35
75,F,212,En Couple,4,false,3070 DL 46
58,M,443,C�libataire,0,false,7909 IJ 32
29,M,211,En Couple,3,false,1771 CL 97
74,M,492,En Couple,4,false,105 JL 39
25,M,167,En Couple,1,false,1726 WV 50
45,M,1057,En Couple,1,false,7091 UC 29
45,M,516,En Couple,1,false,2025 CR 53
36,F,947,En Couple,2,false,7678 MA 82
28,M,599,En Couple,3,false,1183 MW 55
63,M,220,En Couple,0,false,1127 JB 57
77,M,589,En Couple,2,false,9798 SU 47
26,F,559,C�libataire,0,false,7837 BI 65
21,F,495,C�libataire,0,false,4949 WK 49
57,F,416,C�libataire,0,false,6559 JI 51
23,M,210,C�libataire,0,false,4166 WK 81
69,M,472,En Couple,1,false,8145 QZ 29
33,M,425,C�libataire,0,false,580 MP 11
29,Femme,470,En Couple,2,false,8998 LM 35
65,M,214,En Couple,1,true,4142 JL 51
34,M,1320,Seule,2,false,7014 EE 73
69,Masculin,432,En Couple,1,false,6306 RO 94
57,M,504,En Couple,0,true,6394 KI 91
25,M,173,Seule,1,false,4386 ML 57
51,M,519,En Couple,1,false,8810 NX 76
23,F,567,En Couple,0,true,7058 EY 11
71,M,1124,En Couple,0,false,9958 OF 25
39,M,556,En Couple,0,false,8695 RP 59
74,M,1374,Seule,3,false,3257 UF 55
20,M,895,Seule,3,false,2489 SU 42
69,M,420,En Couple,2,false,1495 YR 71
53,M,572,En Couple,3,false,5089 XM 43
25,M,741,En Couple,0,false,5792 YW 14
35,F,587,C�libataire,0,false,1227 EW 67
50,M,155,En Couple,2,false,4457 PE 36
27,M,1247,Seule,3,false,8181 IC 18
37,M,450,En Couple,1,false,8122 OZ 37
47,F,450,En Couple,2,false,2125 CZ 48
21,F,1285,C�libataire,0,false,794 BB 53
45,F,487,C�libataire,0,false,823 LP 96
69,M,150,Seule,1,false,1925 NE 49
51,F,1352,En Couple,0,false,1972 QC 44
28,F,414,C�libataire,0,false,9094 ZD 40
78,M,180,C�libataire,0,false,4300 KE 44
37,M,793,Seule,2,false,4060 SZ 54
26,F,516,En Couple,3,true,8980 VT 25
43,F,1207,En Couple,2,true,6409 BK 76
47,M,442,En Couple,0,false,7368 MW 22
23,M,218,C�libataire,0,false,4413 UW 31
75,M,1304,En Couple,2,false,6610 DX 13
49,F,426,En Couple,4,true,7055 WP 19
63,M,986,En Couple,2,false,3216 WQ 17
32,F,1281,C�libataire,0,false,2916 ZT 79
53,M,869,C�libataire,0,false,6417 DT 79
36,M,184,En Couple,2,false,3669 UP 68
48,M,241,C�libataire,0,false,5784 UM 69
62,M,1133,En Couple,4,false,573 IU 17
22,M,178,C�libataire,0,false,6999 MD 83
50,F,1202,En Couple,1,false,6712 IQ 30
51,M,565,En Couple,0,false,5269 JU 41
52,M,588,En Couple,1,true,3557 KL 38
19,M,563,En Couple,1,false,6024 BD 42
43,M,506,C�libataire,0,false,7381 WW 69
66,M,941,En Couple,4,false,7835 BO 85
19,M,515,Seule,1,false,921 QE 85
52,F,500,En Couple,2,false,7897 KP 11
43,M,499,Seule,1,false,9366 SS 12
76,Femme,246,En Couple,0,false,8735 KS 92
39,M,405,En Couple,4,false,2100 YE 48
28,M,431,En Couple,2,false,4797 LK 75
19,F,562,En Couple,2,true,9082 VO 75
76,F,569,En Couple,4,false,7189 VO 95
38,F,480, ,0,false,4820 UB 51
26,F,1222,En Couple,4,false,8426 NS 48
26,M,421,En Couple,4,false,5949 ZU 55
50,F,570,C�libataire,0,false,8642 YE 18
37,F,486,En Couple,4,false,2212 QQ 38
20,F,918,En Couple,2,false,9060 AZ 90
75,M,430,En Couple,1,false,2427 AX 76
33,M,238,En Couple,4,false,7530 NX 45
30,M,423,C�libataire,0,false,1714 CR 16
27,M,433,En Couple,1,false,5792 HS 65
18,M,578,Seule,3,false,7344 FE 57
52,M,952,En Couple,1,false,3154 PR 77
23,M,784,En Couple,2,false,2602 VZ 27
20,F,584,C�libataire,0,false,1665 ZN 54
22,M,880,En Couple,2,false,250 JN 47
55,F,963,En Couple,4,false,7391 WL 45
43,M,457,En Couple,1,false,7625 NK 53
27,M,1111,C�libataire,0,false,2237 TQ 83
66,M,991,C�libataire,0,false,9332 GQ 85
20,M,565,En Couple,0,true,5956 II 80
24,F,1043,C�libataire,0,false,1754 DF 93
48,M,591,Seule,1,false,7689 KR 64
60,M,402,En Couple,2,true,9067 AQ 96
58,M,412,En Couple,2,true,6358 SL 25
22,M,437,En Couple,2,false,874 BR 79
54,M,596,C�libataire,0,false,6823 FH 56
54,F,1290,C�libataire,0,false,6428 NK 63
35,M,230,C�libataire,0,false,4442 DA 49
53,F,1379,Seule,3,false,1735 UX 59
41,M,222,C�libataire,0,false,4222 MZ 55
52,M,194,En Couple,3,false,675 PO 64
22,F,1188,C�libataire,0,false,4356 XU 29
42,M,828,En Couple,1,false,3083 ZE 33
23,Homme,472,En Couple,0,false,5041 UH 47
66,M,498,En Couple,4,false,8589 AR 88
18,M,479,C�libataire,0,false,8377 LV 89
42,F,777,En Couple,3,false,3845 FU 84
41,M,407,En Couple,2,false,9733 LL 82
20,F,469,Mari�(e),4,false,6453 DY 93
71,M,494,En Couple,0,false,7837 HH 67
25,F,1199,En Couple,2,false,1152 QV 98
53,F,1110,En Couple,3,false,4190 HF 73
19,F,531,C�libataire,0,false,7754 RI 58
58,F,434,En Couple,4,false,1653 DC 11
22,M,211,En Couple,1,true,2265 PT 96
20,M,405,En Couple,4,true,3746 KM 61
35,F,432,C�libataire,0,false,5382 JF 40
20,M,459,En Couple,3,false,8102 YT 36
29,M,456,Seule,?,false,1932 YX 65
51,M,1047,En Couple,2,false,3892 CC 98
65,M,513,En Couple,2,false,5368 FS 38
21,M,739,C�libataire,0,false,2755 PG 45
62,M,453,C�libataire,0,false,615 MW 98
42,F,1278,En Couple,4,false,5273 OC 81
25,M,472,Seule,3,false,8282 NR 17
66,F,513,Divorc�e,1,false,9233 AO 63
48,M,190,En Couple,0,false,8580 HW 98
44,F,445,En Couple,2,true,9526 QY 56
37,M,597,En Couple,3,false,1626 XR 92
24,M,582,En Couple,0,false,85 PJ 47
52,M,201,C�libataire,0,false,2866 IV 88
84,F,424,En Couple,1,false,9679 PP 39
29,M,531,En Couple,0,false,4820 AA 91
24,F,490,Seule,2,false,5460 AS 71
40,F,1305,En Couple,2,true,7963 DG 65
24,F,507,En Couple,2,false,9048 ZO 35
32,F,519,Seule,1,false,3813 LC 78
69,M,506,En Couple,4,true,1409 WO 25
27,M,1148,En Couple,0,false,6094 VE 34
64,F,550,C�libataire,0,false,7942 TT 71
24,F,1207,En Couple,4,false,4985 OK 77
51,M,553,C�libataire,0,false,4481 IG 61
19,M,238,En Couple,3,false,8806 TG 45
51,M,163,C�libataire,0,false,4622 OF 78
53,M,504,C�libataire,0,false,956 BC 35
58,M,589,En Couple,0,false,985 HK 56
62,F,474,C�libataire,0,false,5952 QC 11
55,M,768,En Couple,4,false,835 JJ 14
22,M,1353,En Couple,2,true,9676 LR 36
70,M,415,En Couple,3,true,221 XT 31
31,M,198,En Couple,1,false,5353 FC 51
44,F,471,En Couple,0,false,3851 IC 73
32,M,861,C�libataire,0,false,8516 RD 33
27,M,858,C�libataire,0,false,819 FM 19
39,M,430,C�libataire,0,false,5740 MO 40
34,F,178,En Couple,1,false,3483 MG 72
80,M,542,Seule,1,false,5761 KQ 62
34,F,815,En Couple,1,false,8845 WS 58
72,F,565,En Couple,3,true,2711 ZS 96
28,M,408,C�libataire,0,false,5957 FZ 39
31,M,437,En Couple,1,true,2912 KR 49
50,M,525,En Couple,4,false,5825 MO 58
51,M,195,En Couple,1,false,3605 PN 32
49,F,187,En Couple,0,false,2256 IF 40
18,M,419,En Couple,0,true,6605 UV 16
44,F,514,En Couple,1,false,4196 BC 72
32,M,218,Mari�(e),0,false,5956 QD 64
27,M,404,En Couple,4,false,1071 VZ 15
31,M,1041,Seule,2,false,6213 JP 26
62,M,427,En Couple,0,false,9593 GA 38
74,M,595,C�libataire,0,false,4288 TV 89
18,M,809,En Couple,3,false,167 SK 42
27,M,159,C�libataire,0,false,7060 FN 21
82,F,964,C�libataire,0,false,965 FN 46
76,M,248,C�libataire,0,false,3621 JP 79
18,M,1147,En Couple,4,false,957 PZ 27
22,F,515,C�libataire,0,false,1479 WO 17
30,M,798,En Couple,1,false,5949 MW 92
52,M,468,C�libataire,0,false,2640 DM 41
57,M,444,En Couple,0,false,1893 NA 74
70,M,992,En Couple,2,false,4873 TQ 29
29,M,164,En Couple,3,false,3766 JG 56
19,F,595,En Couple,4,false,5758 FC 19
29,M,245,En Couple,0,true,963 OJ 65
51,M,551,C�libataire,0,false,2857 PU 69
81,M,543,En Couple,1,false,5459 HN 23
63,M,890,C�libataire,0,false,746 IW 88
34,M,463,En Couple,0,false,8236 ZA 36
83,M,246,En Couple,2,false,1969 RY 69
65,M,803,En Couple,0,true,5689 TM 58
59,M,426,Seule,1,false,6514 NO 40
59,M,564,En Couple,3,false,3397 MM 46
28,M,982,En Couple,1,false,3631 RL 47
23,M,1132,En Couple,4,false,7853 DZ 62
31,M,566,En Couple,3,false,8705 SP 24
25,M,540,En Couple,0,false,1042 SE 21
66,M,861,En Couple,1,true,4848 LC 73
66,M,458,En Couple,2,true,2772 VX 16
38,M,529,C�libataire,0,false,341 FU 31
26,F,1179,En Couple,0,false,3079 WL 75
54,M,953,C�libataire,0,false,8894 WL 46
56,M,460,En Couple,1,false,3985 AA 15
66,M,245,En Couple,2,true,3482 TY 73
34,M,858,En Couple,1,true,5785 FJ 43
26,M,189,En Couple,2,false,1336 VO 95
66,M,998,C�libataire,0,false,650 GM 32
28,M,497,En Couple,0,false,7180 TS 98
19,F,151,C�libataire,0,false,9725 QK 52
22,M,581,C�libataire,0,false,9130 OG 47
28,M,1174,C�libataire,0,false,5474 CH 57
19,M,210,Seule,3,false,1416 XB 27
73,F,184,Seule,3,false,6503 NM 61
58,F,423,En Couple,3,true,928 EW 43
82,M,163,En Couple,1,false,9006 TG 11
39,M,217,C�libataire,0,false,3163 HM 35
63,M,589,C�libataire,0,false,3451 VM 36
74,M,531,C�libataire,0,false,5462 TM 24
49,M,1057,En Couple,1,false,5636 HB 50
20,F,491,En Couple,2,false,4336 ZW 13
35,M,152,En Couple,0,false,7327 IR 96
51,M,468,En Couple,2,false,3226 JE 23
43,M,524,En Couple,4,false,7270 GP 41
21,F,1103,C�libataire,0,false,2181 HX 41
34,M,169,En Couple,4,false,4405 WC 74
46,M,1016,En Couple,0,true,4055 JX 89
56,M,413,En Couple,0,false,7290 RR 84
84,F,464,C�libataire,0,false,8390 AK 56
69,F,222,C�libataire,0,false,2836 JR 21
45,M,245,En Couple,0,true,6458 ES 90
80,M,468,Seule,3,false,3509 ZO 78
23,M,1034,C�libataire,0,false,5551 IT 63
43,M,521,En Couple,0,false,3632 ZO 71
68,F,455,C�libataire,0,false,3248 CE 96
50,M,453,En Couple,3,false,4554 RX 25
68,F,545,C�libataire,0,false,8237 OI 39
29,Homme,422,En Couple,4,false,5964 ML 13
21,M,446,Seule,1,false,2213 XZ 47
72,M,454,C�libataire,0,false,6463 RC 14
37,M,239,En Couple,0,false,1724 MS 83
29,Femme,1342,Seule,2,false,1710 HT 82
19,M,1041,En Couple,4,false,7830 JF 11
81,F,579,C�libataire,0,false,9623 FE 50
82,M,206,En Couple,2,false,8553 FQ 70
34,M,1263,En Couple,4,true,7290 YZ 43
43,F,1195,En Couple,3,false,4831 KM 83
51,M,183,Seule,1,false,6184 RJ 19
43,M,590,En Couple,3,false,6801 YN 46
58,F,1009,En Couple,4,true,2404 SK 90
58,M,209,En Couple,0,true,9692 WP 55
48,M,429,En Couple,1,false,7317 EH 11
71,M,577,Seule,3,false,9135 VH 61
23,M,434,En Couple,0,false,5665 YK 45
81,M,458,C�libataire,0,false,8779 ST 55
73,F,519,En Couple,0,true,5107 DA 67
55,F,1188,En Couple,4,false,8737 CY 27
70,M,561,En Couple,3,false,7478 YB 71
51,M,585,En Couple,0,true,6695 VW 81
65,Homme,441,En Couple,3,false,1784 JE 44
36,M,203,En Couple,2,true,7187 DM 72
58,F,1111,En Couple,4,false,8343 KN 80
34,F,428,C�libataire,0,false,5277 YW 25
30,M,518,En Couple,1,false,7734 QW 38
23,M,515,En Couple,2,false,6001 ON 57
54,M,222,En Couple,2,false,1241 SF 61
33,M,417,En Couple,4,false,7786 OE 95
26,M,810,En Couple,2,false,2724 OK 60
79,F,502,En Couple,1,false,8744 YQ 48
32,M,404,C�libataire,0,false,671 DA 72
23,M,197,En Couple,2,false,9610 GP 53
37,M,246,En Couple,2,false,740 FZ 53
51,M,497,En Couple,1,true,1684 PV 75
18,M,217,En Couple,0,true,9903 XD 34
19,F,1037,En Couple,4,false,5386 GL 37
49,F,572,C�libataire,0,false,5789 EK 78
27,F,768,En Couple,4,false,930 CZ 68
83,M,512,C�libataire,0,false,3405 VY 19
50,M,546,En Couple,3,false,390 IY 13
51,F,595,En Couple,2,false,1697 WE 76
43,M,208,En Couple,1,false,303 PY 82
23,M,?,En Couple,1,false,4189 EZ 79
33,F,509,En Couple,2,false,506 YN 92
36,F,469,En Couple,1,false,5079 OL 62
32,M,505,En Couple,2,true,6054 EP 40
31,M,414,En Couple,4,false,3237 AY 90
32,F,1262,C�libataire,0,false,5988 RE 69
59,M,483,En Couple,1,false,9985 FW 64
20,M,401,En Couple,2,false,6405 RA 74
68,M,840,En Couple,0,false,8648 TC 11
39,M,805,C�libataire,0,false,543 QE 71
46,M,567,En Couple,4,false,1574 OT 25
29,M,578,En Couple,1,false,9240 GC 37
76,F,556,C�libataire,0,false,9179 TJ 31
60,M,247,C�libataire,0,false,5497 MV 41
55,M,467,C�libataire,0,false,1848 VB 51
24,M,444,C�libataire,0,false,5867 WF 10
52,F,157,Seule,2,false,562 YL 49
50,F,477,En Couple,3,true,7917 BA 55
40,M,484,En Couple,1,false,6622 OM 98
51,M,573,En Couple,2,false,1547 SO 14
79,M,1246,Seule,3,false,7571 LL 38
52,M,410,En Couple,3,false,7800 VN 95
44,M,884,C�libataire,0,false,8586 NI 81
32,M,1265,En Couple,2,false,7109 VK 43
21,M,178,En Couple,4,false,160 QB 72
33,F,583,En Couple,0,false,567 RM 77
21,M,493,En Couple,0,false,9347 JX 66
27,M,206,En Couple,1,true,4868 FG 98
36,M,233,C�libataire,0,false,240 MB 17
28,F,570,Seule,1,false,1654 QL 85
49,M,895,En Couple,1,true,5115 PI 30
78,M,845,En Couple,2,true,6070 NB 34
41,M,463,En Couple,1,false,7591 EF 27
63,F,485,C�libataire,0,false,3297 UJ 82
32,M,151,En Couple,4,false,2761 QX 38
61,M,815,Seule,2,false,9478 NR 37
26,Masculin,436,En Couple,2,false,3048 DC 25
21,F,959,En Couple,2,false,3750 JV 30
41,M,557,C�libataire,0,false,9904 AF 87
61,M,483,C�libataire,0,false,6386 PG 78
68,F,1153,En Couple,0,false,6729 NP 68
29,F,767,En Couple,2,false,1792 DL 52
20,M,493,En Couple,2,true,6628 XJ 35
19,F,573,En Couple,2,true,2550 FZ 26
84,F,405,C�libataire,0,false,5822 NK 41
36,F,557,En Couple,1,true,7789 NE 53
18,M,482,C�libataire,0,false,811 HQ 80
70,F,577,En Couple,0,false,8862 XA 75
27,F,541,En Couple,3,true,6700 NH 50
26,M,235,Seule,2,false,6664 CE 63
80,M,1389,En Couple,4,false,792 MU 89
40,M,1047,En Couple,1,false,2023 ES 61
60,M,232,En Couple,2,false,6327 MO 64
27,M,587,En Couple,2,false,4366 XY 52
39,F,878,En Couple,3,false,3121 EE 81
24,M,1275,En Couple,4,false,7086 RD 89
26,M,458,En Couple,0,true,6451 YA 43
30,F,428,En Couple,2,false,5580 KP 40
23,M,748,En Couple,3,false,4313 SW 97
53,M,528,En Couple,0,false,5902 PY 77
30,M,1235,En Couple,4,false,8325 ZP 68
49,M,195,En Couple,2,false,6334 TB 76
35,F,418,En Couple,2,false,4422 NC 73
58,M,153,En Couple,1,true,3157 PW 16
20,M,1128,En Couple,1,true,9873 XL 90
41,M,444,C�libataire,0,false,6369 CF 80
35,F,157,C�libataire,0,false,9660 UO 44
43,F,507,En Couple,3,false,687 JH 17
77,M,151,En Couple,0,true,2733 CB 18
22,M,491,C�libataire,0,false,5920 ZJ 14
18,F,571,En Couple,3,false,1678 JP 25
58,M,429,En Couple,2,false,2392 RZ 46
53,M,916,C�libataire,0,false,1276 IX 91
32,F,563,C�libataire,0,false,3610 MO 78
19,M,543,En Couple,3,false,3 PR 43
33,M,471,En Couple,4,true,9693 PM 93
21,M,191,En Couple,2,false,2867 RD 10
